Date,First,Last,Highest,Lowest,Average
2011-9-01,0.58063,0.62375,0.62375,0.58063,0.58412
2011-10-01,0.58875,0.58250,0.58875,0.58250,0.58399
2011-11-01,0.58250,0.58250,0.58500,0.58250,0.58261
2011-12-01,0.58250,0.58313,0.58313,0.58000,0.58091
2012-1-01,0.58000,0.57438,0.58000,0.57438,0.57610
2012-2-01,0.57313,0.55875,0.57313,0.55875,0.56290
2012-3-01,0.55688,0.55688,0.55688,0.55500,0.55567
2012-4-01,0.55375,0.55500,0.55500,0.55250,0.55300
2012-5-01,0.55250,0.55313,0.55313,0.55063,0.55162
2012-6-01,0.55063,0.54563,0.55063,0.54375,0.54704
2012-7-01,0.54438,0.52125,0.54438,0.52125,0.53060
2012-8-01,0.52125,0.51000,0.52125,0.50938,0.51364
2012-9-01,0.51000,0.49563,0.51000,0.49563,0.50332
2012-10-01,0.49313,0.48500,0.49313,0.48313,0.48593
2012-11-01,0.48500,0.48000,0.48500,0.48000,0.48153
2012-12-01,0.48000,0.47250,0.48000,0.47250,0.47961
2013-1-01,0.48000,0.47375,0.48000,0.47375,0.47761
2013-2-01,0.47375,0.48125,0.48125,0.47375,0.47869
2013-3-01,0.48125,0.48625,0.48625,0.48125,0.48294
2013-4-01,0.48375,0.48000,0.48375,0.48000,0.48298
2013-5-01,0.48063,0.47813,0.48250,0.47813,0.48137
2013-6-01,0.48000,0.47688,0.48000,0.47688,0.47941
2013-7-01,0.47938,0.47813,0.47938,0.47750,0.47829
2013-8-01,0.47875,0.47750,0.48000,0.47750,0.47834
2013-9-01,0.47813,0.47313,0.47875,0.47313,0.47765
2013-10-01,0.47063,0.46875,0.47125,0.46875,0.46987
2013-11-01,0.46875,0.46875,0.46875,0.46750,0.46795
2013-12-01,0.46750,0.38250,0.46813,0.38250,0.46256
2014-1-01,0.46438,0.46500,0.46750,0.46250,0.46457
2014-2-01,0.46563,0.46000,0.46563,0.46000,0.46375
2014-3-01,0.46125,0.44625,0.47250,0.44625,0.46429
2014-4-01,0.46500,0.46125,0.46500,0.46125,0.46294
2014-5-01,0.46375,0.46000,0.46500,0.46000,0.46356
2014-6-01,0.46625,0.46625,0.47250,0.46625,0.46908
2014-7-01,0.46875,0.47500,0.47625,0.46875,0.47155
2014-8-01,0.47375,0.47063,0.47500,0.46625,0.47003
2014-9-01,0.47000,0.47250,0.47750,0.47000,0.47463
2014-10-01,0.47688,0.46625,0.47688,0.46625,0.47283
2014-11-01,0.46813,0.46938,0.46938,0.46688,0.46832
2014-12-01,0.46813,0.45313,0.46938,0.45313,0.46652
2015-1-01,0.46688,0.47000,0.47000,0.46688,0.46884
2015-2-01,0.47000,0.47813,0.48188,0.47000,0.47550
2015-3-01,0.47813,0.47500,0.48000,0.47500,0.47830
2015-4-01,0.47813,0.47938,0.48063,0.47813,0.48032
2015-5-01,0.48313,0.48188,0.48313,0.48063,0.48128
2015-6-01,0.48188,0.48125,0.48313,0.48063,0.48128
2015-7-01,0.48125,0.47750,0.48375,0.47750,0.48228
2015-8-01,0.48125,0.48125,0.48250,0.48125,0.48138
2015-9-01,0.48125,0.46375,0.48250,0.46375,0.48040
2015-10-01,0.48125,0.47750,0.48375,0.47750,0.48205
2015-11-01,0.48250,0.47938,0.48250,0.47938,0.48197
2015-12-01,0.48063,0.44563,0.48188,0.44563,0.47926
2016-1-01,0.47813,0.47813,0.48125,0.47750,0.47928
2016-2-01,0.48125,0.47750,0.48500,0.47750,0.48125
2016-3-01,0.48125,0.47813,0.48250,0.47813,0.48068
2016-4-01,0.48250,0.48063,0.48313,0.48063,0.48292
2016-5-01,0.48313,0.47875,0.48375,0.47875,0.48334
2016-6-01,0.48313,0.47750,0.48375,0.47750,0.48128
2016-7-01,0.47875,0.47438,0.48000,0.44313,0.47702
2016-8-01,0.47563,0.22563,0.47563,0.22563,0.27054
2016-9-01,0.22813,0.22375,0.22888,0.22375,0.22787
2016-10-01,0.22750,0.22500,0.23063,0.22500,0.22875
2016-11-01,0.22750,0.22500,0.22875,0.22500,0.22818
2016-12-01,0.22625,0.21875,0.22750,0.21875,0.22581
2017-1-01,0.22500,0.22625,0.22750,0.22500,0.22625
2017-2-01,0.22500,0.22375,0.22500,0.22375,0.22394
2017-3-01,0.22375,0.22100,0.22500,0.22100,0.22445
2017-4-01,0.22438,0.22250,0.22563,0.22250,0.22424
2017-5-01,0.22375,0.22250,0.22500,0.22125,0.22363
2017-6-01,0.22375,0.21488,0.22375,0.21488,0.22215
2017-7-01,0.21875,0.22188,0.22375,0.21875,0.22074
2017-8-01,0.22188,0.22250,0.22375,0.22125,0.22293
2017-9-01,0.22250,0.22375,0.22625,0.22000,0.22315
2017-10-01,0.22000,0.22485,0.22711,0.22000,0.22357
2017-11-01,0.22405,0.47114,0.47346,0.22405,0.45515
2017-12-01,0.47189,0.46616,0.47581,0.46616,0.47302
2018-1-01,0.47241,0.47248,0.47564,0.47230,0.47347
2018-2-01,0.47299,0.47534,0.47534,0.47238,0.47304
2018-3-01,0.47354,0.47386,0.47798,0.47354,0.47533
2018-4-01,0.47133,0.47405,0.47660,0.47133,0.47457
2018-5-01,0.47354,0.47494,0.47641,0.47354,0.47475
2018-6-01,0.47474,0.46738,0.47474,0.46713,0.47157
2018-7-01,0.46275,0.45813,0.46600,0.45300,0.45931
2018-8-01,0.45688,0.70500,0.70500,0.45688,0.68121
2018-9-01,0.70375,0.70338,0.70463,0.69713,0.69958
2018-10-01,0.70350,0.69088,0.70350,0.68363,0.68787
2018-11-01,0.69325,0.68175,0.69325,0.67563,0.68159
2018-12-01,0.68188,0.67025,0.69425,0.67025,0.67956
2019-1-01,0.69263,0.67713,0.69263,0.67475,0.68059
2019-2-01,0.68188,0.67838,0.68338,0.67238,0.67747
2019-3-01,0.67775,0.67375,0.67914,0.67063,0.67499
2019-4-01,0.67588,0.68000,0.68000,0.66850,0.67153
2019-5-01,0.68063,0.68400,0.68400,0.66938,0.67353
2019-6-01,0.67888,0.67275,0.67888,0.66925,0.67334
2019-7-01,0.68013,0.66863,0.68013,0.66038,0.66756
2019-8-01,0.66888,0.68038,0.68038,0.66263,0.66994
2019-9-01,0.66963,0.66025,0.67900,0.66025,0.67003
2019-10-01,0.66538,0.67725,0.68463,0.66063,0.67271
2019-11-01,0.68038,0.67513,0.68413,0.65925,0.67682
2019-12-01,0.67838,0.67625,0.68438,0.65638,0.67233
2020-1-01,0.66613,0.67525,0.68350,0.62450,0.67340
2020-2-01,0.68263,0.68613,0.68613,0.66763,0.67777
2020-3-01,0.68413,0.05588,0.68413,0.05588,0.29851
2020-4-01,0.06338,0.05313,0.06338,0.05313,0.05871
2020-5-01,0.05175,0.05713,0.05963,0.05175,0.05743
2020-6-01,0.05363,0.05338,0.05825,0.05075,0.05453
2020-7-01,0.05013,0.05375,0.05488,0.04863,0.05222
2020-8-01,0.05238,0.04725,0.05300,0.04725,0.05053
2020-9-01,0.04988,0.04738,0.05350,0.04625,0.05024
2020-10-01,0.05388,0.04663,0.05388,0.04663,0.04986
2020-11-01,0.04700,0.04663,0.04913,0.04100,0.04603
2020-12-01,0.04638,0.03150,0.04638,0.03150,0.04253
2021-1-01,0.03488,0.03988,0.03988,0.03488,0.03727
2021-2-01,0.04100,0.03813,0.04100,0.03750,0.03876
2021-3-01,0.04025,0.03725,0.04275,0.03688,0.04019
2021-4-01,0.04113,0.03913,0.04113,0.03913,0.04066
2021-5-01,0.04113,0.04175,0.04175,0.04075,0.04115
2021-6-01,0.03975,0.04200,0.04200,0.03975,0.04119
2021-7-01,0.04038,0.03963,0.04138,0.03838,0.04061
2021-8-01,0.04113,0.04050,0.04138,0.04038,0.04089
2021-9-01,0.04150,0.03988,0.04163,0.03963,0.04098
2021-10-01,0.04150,0.03950,0.04150,0.03888,0.04052
2021-11-01,0.04038,0.03825,0.04638,0.03775,0.03989
2021-12-01,0.03950,0.18063,0.18763,0.03625,0.10105
2022-1-01,0.23500,0.44400,0.44400,0.23500,0.33176
2022-2-01,0.45400,0.60190,0.60190,0.45400,0.50121
2022-3-01,0.60290,0.72330,0.78590,0.60290,0.71211
2022-4-01,0.72440,0.96260,0.96260,0.72340,0.83666
2022-5-01,1.00570,1.12260,1.12260,0.97320,1.01991
2022-6-01,1.12480,1.22570,1.30770,1.12480,1.22846
2022-7-01,1.22580,1.57940,1.59120,1.22580,1.40928
2022-8-01,1.62550,2.03470,2.03470,1.62550,1.78759
2022-9-01,2.09070,2.28590,2.87810,2.09070,2.28819
2022-10-01,2.24380,2.86520,2.86520,2.24380,2.61679
2022-11-01,2.88730,3.25380,3.25380,2.88730,3.03727
2022-12-01,3.28920,3.46830,3.49760,3.28920,3.42907
2023-1-01,3.48030,3.88240,3.88240,3.48030,3.68313
2023-2-01,3.89090,4.02750,4.02750,3.89090,3.96301
2023-3-01,4.05730,4.20130,4.20130,4.04350,4.11949
2023-4-01,-,-,-,-,-
2023-5-01,-,-,-,-,-
2023-6-01,-,-,-,-,-
2023-7-01,-,-,-,-,-
2023-8-01,-,-,-,-,-
2023-9-01,-,-,-,-,-
2023-10-01,-,-,-,-,-
2023-11-01,-,-,-,-,-
2023-12-01,-,-,-,-,-
2024-1-01,5.32330,5.32120,5.32920,5.31310,5.32251
2024-2-01,5.31950,5.32910,5.33070,5.31900,5.32646
2024-3-01,5.32780,5.30370,5.33200,5.29620,5.31892
2024-4-01,-,-,-,-,-
2024-5-01,-,-,-,-,-
2024-6-01,-,-,-,-,-
2024-7-01,-,-,-,-,-
2024-8-01,-,-,-,-,-
2024-9-01,-,-,-,-,-
2024-10-01,-,-,-,-,-
2024-11-01,-,-,-,-,-
2024-12-01,-,-,-,-,-
